train_sharpe,train_annual_return,train_crisis_return,z,th,sw,sth,ddw,ddt,cw,val_sharpe,val_annual_return,val_crisis_return,selection_score
0.4430601489783234,0.06015244073136028,-0.008199709627874197,10,2.0,60,-0.05,100,-0.05,0.2,0.7395044355174801,0.11064841125184155,-0.601337391080547,0.3689490773435342
0.4412079899454587,0.05983036020846133,-0.009046391245675411,10,2.0,60,-0.05,100,-0.05,0.3,0.7394162029630041,0.11063281948891612,-0.601620666417261,0.3666559366910723
0.43924452640081063,0.05948897071012693,-0.009943287825062375,10,2.0,60,-0.05,100,-0.05,0.4,0.7393170586898973,0.1106153009478259,-0.6019272061504544,0.36422639332853896
0.541818777039632,0.07725172242022382,-0.004542120932908511,10,2.5,20,-0.03,50,-0.03,0.2,0.7739534109021688,0.11614982892398595,-0.5818023961707286,0.48378511857399775
0.5397626447890705,0.0768791940751965,-0.005386266462993894,10,2.5,20,-0.03,50,-0.03,0.3,0.7740733049365538,0.11612547407906337,-0.5719879129529624,0.48118497975219976
0.5372030577633448,0.07641994837551325,-0.006447860150681106,10,2.5,20,-0.03,50,-0.03,0.4,0.7744185990273642,0.11614739657460271,-0.5608321401057712,0.4778991724473399
0.541818777039632,0.07725172242022382,-0.004542120932908511,10,2.5,20,-0.03,50,-0.05,0.2,0.7739534109021688,0.11614982892398595,-0.5818023961707286,0.48378511857399775
0.5397626447890705,0.0768791940751965,-0.005386266462993894,10,2.5,20,-0.03,50,-0.05,0.3,0.7740733049365538,0.11612547407906337,-0.5719879129529624,0.48118497975219976
0.5372030577633448,0.07641994837551325,-0.006447860150681106,10,2.5,20,-0.03,50,-0.05,0.4,0.7744185990273642,0.11614739657460271,-0.5608321401057712,0.4778991724473399
0.5416981927562041,0.07723536080943494,-0.0050817025464992005,10,2.5,20,-0.03,100,-0.03,0.2,0.7735834405614359,0.1160742197804947,-0.5816335903886645,0.4837268808048962
0.539372122394959,0.07681546633518765,-0.006046932400454175,10,2.5,20,-0.03,100,-0.03,0.3,0.7739396441101172,0.11609125003885712,-0.571655959068619,0.4807302419661695
